task_id,run_num,pipeline_index,accuracy,is_best,best_accuracy,correlation_with_best
2073,4,9,0.6644295302013423,False,0.7046979865771812,0.6730572947781389
2073,4,10,0.6912751677852349,False,0.7046979865771812,0.7659590620826274
2073,4,11,0.6912751677852349,False,0.7046979865771812,0.7961683812600143
2073,2,0,0.7248322147651006,True,0.7248322147651006,1.0
2073,2,1,0.7181208053691275,False,0.7248322147651006,0.7506518372339057
2073,2,2,0.697986577181208,False,0.7248322147651006,0.8901056016535189
2073,2,3,0.6778523489932886,False,0.7248322147651006,0.7212622434233369
2073,2,4,0.6711409395973155,False,0.7248322147651006,0.7222218398397492
2073,2,5,0.6711409395973155,False,0.7248322147651006,0.7488558287267126
2073,2,6,0.6912751677852349,False,0.7248322147651006,0.8655151842367523
359954,2,0,0.6891891891891891,False,0.7162162162162162,0.8324276553198202
359954,2,1,0.6891891891891891,False,0.7162162162162162,0.8199480289278857
359954,2,2,0.6891891891891891,False,0.7162162162162162,0.8324276553198202
359954,2,3,0.7027027027027027,False,0.7162162162162162,0.8010794585817019
359954,2,4,0.6891891891891891,False,0.7162162162162162,0.7983543915983795
359954,2,5,0.7162162162162162,True,0.7162162162162162,1.0
359954,2,6,0.6891891891891891,False,0.7162162162162162,0.7983543915983795
359954,2,7,0.6891891891891891,False,0.7162162162162162,0.8008075352595884
359954,2,8,0.7162162162162162,False,0.7162162162162162,0.7919117177630904
359954,2,9,0.6891891891891891,False,0.7162162162162162,0.8481708247472677
359954,2,10,0.7162162162162162,False,0.7162162162162162,1.0
359954,2,11,0.7162162162162162,False,0.7162162162162162,1.0
359954,2,12,0.6621621621621622,False,0.7162162162162162,0.8243191663640822
359959,0,0,0.5675675675675675,False,0.6351351351351351,0.8278194321210242
359959,0,1,0.6351351351351351,True,0.6351351351351351,1.0
359959,0,2,0.6148648648648649,False,0.6351351351351351,0.8366115163307541
359959,0,3,0.581081081081081,False,0.6351351351351351,0.7989384593436049
359959,0,4,0.581081081081081,False,0.6351351351351351,0.8056804086811411
359959,0,5,0.5945945945945946,False,0.6351351351351351,0.8461082834955392
359959,0,6,0.5878378378378378,False,0.6351351351351351,0.8418632763484458
359959,0,7,0.581081081081081,False,0.6351351351351351,0.7989384593436049
359959,0,8,0.6148648648648649,False,0.6351351351351351,0.8227029218978154
359959,0,9,0.6148648648648649,False,0.6351351351351351,0.9188647300709786
359959,0,10,0.6081081081081081,False,0.6351351351351351,0.8182516216882217
359959,0,11,0.6081081081081081,False,0.6351351351351351,0.8984663010662716
190146,8,0,0.8705882352941177,False,0.8941176470588236,0.9778100112528576
190146,8,1,0.8705882352941177,False,0.8941176470588236,0.9778100112528576
190146,8,2,0.8941176470588236,True,0.8941176470588236,1.0
168784,8,0,0.8358974358974359,True,0.8358974358974359,1.0
168784,8,1,0.8256410256410256,False,0.8358974358974359,0.9413689604520078
168784,8,2,0.8102564102564103,False,0.8358974358974359,0.8902616207837146
168784,8,3,0.7948717948717948,False,0.8358974358974359,0.9540246519127256
168784,8,4,0.8358974358974359,False,0.8358974358974359,1.0
168784,8,5,0.8102564102564103,False,0.8358974358974359,0.9223887407974064
168784,8,6,0.8358974358974359,False,0.8358974358974359,1.0
2073,0,0,0.7181208053691275,False,0.7248322147651006,0.7312962920613795
2073,0,1,0.6644295302013423,False,0.7248322147651006,0.6894856940751892
2073,0,2,0.7114093959731543,False,0.7248322147651006,0.8774034257670824
2073,0,3,0.6845637583892618,False,0.7248322147651006,0.8934144642809907
2073,0,4,0.6845637583892618,False,0.7248322147651006,0.8903225429342914
2073,0,5,0.6778523489932886,False,0.7248322147651006,0.6826224913772272
2073,0,6,0.7248322147651006,True,0.7248322147651006,1.0
2073,0,7,0.6778523489932886,False,0.7248322147651006,0.7339999761357999
2073,0,8,0.697986577181208,False,0.7248322147651006,0.8792916270764907
2073,0,9,0.6778523489932886,False,0.7248322147651006,0.6826224913772272
2073,0,10,0.7114093959731543,False,0.7248322147651006,0.8946149563674285
2073,0,11,0.7046979865771812,False,0.7248322147651006,0.7173634747897661
